robot_count,completed_tasks,total_completion_time,average_task_completion_time,throughput,robot_utilization,average_waiting_time,total_distance,blocked_waiting_count,replication,seed
8,100,257,117.45,0.38910505836575876,0.9231517509727627,6.875,1898,55,21,1020
8,100,264,118.78,0.3787878787878788,0.9247159090909091,7.75,1953,62,22,1021
8,100,271,116.98,0.36900369003690037,0.9128228782287823,5.25,1979,42,23,1022
8,100,265,115.82,0.37735849056603776,0.9084905660377358,4.375,1926,35,24,1023
8,100,244,108.63,0.4098360655737705,0.9211065573770492,4.875,1798,39,25,1024
8,100,303,133.2,0.33003300330033003,0.900990099009901,4.375,2184,35,26,1025
8,100,262,120.25,0.3816793893129771,0.9298664122137404,7.125,1949,57,27,1026
8,100,286,125.78,0.34965034965034963,0.9104020979020979,4.375,2083,35,28,1027
8,100,267,120.24,0.37453183520599254,0.903558052434457,6.625,1930,53,29,1028
8,100,251,113.16,0.398406374501992,0.9302788844621513,5.125,1868,41,30,1029
8,100,266,108.64,0.37593984962406013,0.8843984962406015,6.0,1882,48,31,1030
8,100,239,107.99,0.41841004184100417,0.9398535564853556,5.75,1797,46,32,1031
8,100,253,114.06,0.3952569169960474,0.9105731225296443,4.875,1843,39,33,1032
8,100,275,115.51,0.36363636363636365,0.8854545454545455,4.125,1948,33,34,1033
8,100,272,119.8,0.36764705882352944,0.9103860294117647,4.625,1981,37,35,1034
8,100,269,116.54,0.37174721189591076,0.9089219330855018,7.625,1956,61,36,1035
8,100,271,120.4,0.36900369003690037,0.9063653136531366,6.25,1965,50,37,1036
8,100,258,114.88,0.3875968992248062,0.9292635658914729,5.25,1918,42,38,1037
8,100,266,120.29,0.37593984962406013,0.9426691729323309,5.25,2006,42,39,1038
8,100,306,136.35,0.32679738562091504,0.9313725490196079,4.0,2280,32,40,1039
8,100,261,121.6,0.3831417624521073,0.9339080459770115,3.625,1950,29,41,1040
8,100,280,130.69,0.35714285714285715,0.9035714285714286,7.125,2024,57,42,1041
8,100,253,116.79,0.3952569169960474,0.9491106719367589,5.0,1921,40,43,1042
8,100,280,129.66,0.35714285714285715,0.9388392857142858,4.625,2103,37,44,1043
8,100,278,124.92,0.3597122302158273,0.9073741007194245,5.75,2018,46,45,1044
8,100,289,125.63,0.3460207612456747,0.916955017301038,3.5,2120,28,46,1045
8,100,253,118.23,0.3952569169960474,0.9263833992094862,4.5,1875,36,47,1046
8,100,260,113.86,0.38461538461538464,0.9043269230769231,4.0,1881,32,48,1047
8,100,291,123.01,0.3436426116838488,0.8969072164948454,4.0,2088,32,49,1048
8,100,278,128.48,0.3597122302158273,0.927158273381295,6.625,2062,53,50,1049
8,100,266,121.54,0.37593984962406013,0.9205827067669173,8.125,1959,65,51,1050
8,100,273,118.98,0.3663003663003663,0.9006410256410257,4.125,1967,33,52,1051
8,100,252,115.69,0.3968253968253968,0.9340277777777778,6.375,1883,51,53,1052
8,100,258,116.98,0.3875968992248062,0.9118217054263565,3.625,1882,29,54,1053
8,100,267,124.37,0.37453183520599254,0.9386704119850188,3.0,2005,24,55,1054
8,100,281,123.04,0.35587188612099646,0.9328291814946619,3.375,2097,27,56,1055
8,100,256,114.01,0.390625,0.92041015625,4.625,1885,37,57,1056
8,100,286,124.49,0.34965034965034963,0.9243881118881119,4.25,2115,34,58,1057
8,100,267,121.85,0.37453183520599254,0.9583333333333334,3.375,2047,27,59,1058
8,100,270,119.59,0.37037037037037035,0.924074074074074,4.0,1996,32,60,1059
8,100,264,119.98,0.3787878787878788,0.9180871212121212,5.5,1939,44,61,1060
8,100,298,120.11,0.33557046979865773,0.8808724832214765,4.75,2100,38,62,1061
8,100,261,115.97,0.3831417624521073,0.9128352490421456,4.875,1906,39,63,1062
8,100,275,125.72,0.36363636363636365,0.925,3.5,2035,28,64,1063
8,100,300,135.04,0.3333333333333333,0.9195833333333333,4.5,2207,36,65,1064
8,100,273,127.33,0.3663003663003663,0.9345238095238095,3.75,2041,30,66,1065
8,100,246,114.78,0.4065040650406504,0.921239837398374,4.0,1813,32,67,1066
8,100,276,118.26,0.36231884057971014,0.8781702898550725,4.625,1939,37,68,1067
8,100,263,124.01,0.38022813688212925,0.9443916349809885,5.375,1987,43,69,1068
8,100,258,121.01,0.3875968992248062,0.9263565891472868,4.125,1912,33,70,1069
8,100,268,125.45,0.373134328358209,0.9267723880597015,5.0,1987,40,71,1070
8,100,249,116.51,0.40160642570281124,0.9241967871485943,4.5,1841,36,72,1071
8,100,270,116.32,0.37037037037037035,0.8736111111111111,10.25,1887,82,73,1072
8,100,261,116.78,0.3831417624521073,0.9300766283524904,5.125,1942,41,74,1073
8,100,252,109.61,0.3968253968253968,0.8874007936507936,4.375,1789,35,75,1074
8,100,265,117.59,0.37735849056603776,0.9297169811320755,3.5,1971,28,76,1075
8,100,274,126.24,0.36496350364963503,0.9429744525547445,5.5,2067,44,77,1076
8,100,297,126.68,0.3367003367003367,0.9044612794612794,4.375,2149,35,78,1077
8,100,250,113.81,0.4,0.938,4.25,1876,34,79,1078
8,100,282,124.34,0.3546099290780142,0.9073581560283688,3.0,2047,24,80,1079
8,100,253,113.46,0.3952569169960474,0.9337944664031621,4.375,1890,35,81,1080
8,100,270,117.95,0.37037037037037035,0.8976851851851851,4.875,1939,39,82,1081
8,100,268,125.75,0.373134328358209,0.9486940298507462,5.5,2034,44,83,1082
8,100,247,115.84,0.4048582995951417,0.9316801619433198,6.5,1841,52,84,1083
8,100,256,118.5,0.390625,0.9453125,3.375,1936,27,85,1084
8,100,255,110.8,0.39215686274509803,0.9083333333333333,5.5,1853,44,86,1085
8,100,245,111.35,0.40816326530612246,0.9306122448979591,5.875,1824,47,87,1086
8,100,260,114.72,0.38461538461538464,0.9182692307692307,3.5,1910,28,88,1087
8,100,267,119.42,0.37453183520599254,0.9489700374531835,4.5,2027,36,89,1088
8,100,275,121.65,0.36363636363636365,0.8972727272727272,6.5,1974,52,90,1089
8,100,246,110.07,0.4065040650406504,0.9308943089430894,2.125,1832,17,91,1090
8,100,269,121.28,0.37174721189591076,0.9070631970260223,4.0,1952,32,92,1091
8,100,287,124.49,0.34843205574912894,0.9172473867595818,2.5,2106,20,93,1092
8,100,283,129.97,0.35335689045936397,0.9469964664310954,3.5,2144,28,94,1093
8,100,272,123.66,0.36764705882352944,0.9471507352941176,4.25,2061,34,95,1094
8,100,263,123.94,0.38022813688212925,0.9134980988593155,4.75,1922,38,96,1095
8,100,267,125.68,0.37453183520599254,0.9391385767790262,5.75,2006,46,97,1096
8,100,273,119.09,0.3663003663003663,0.9253663003663004,4.375,2021,35,98,1097
8,100,287,128.6,0.34843205574912894,0.9246515679442509,1.75,2123,14,99,1098
8,100,247,111.46,0.4048582995951417,0.9190283400809717,5.875,1816,47,100,1099
